,Name,date,Percentage,Count
550,WestQueenWest,2021-10-01,41.39989222,245540.637
551,WestQueenWest,2021-11-01,36.91752645,193793.6255
552,WestQueenWest,2021-12-01,37.48198869,179901.9243
553,WestQueenWest,2022-01-01,28.26000902,161926.0891
554,WestQueenWest,2022-02-01,44.68539205,236827.6105
555,WestQueenWest,2022-03-01,52.03602018,318677.5374
556,WestQueenWest,2022-04-01,54.57897974,321501.9761
557,WestQueenWest,2022-05-01,60.25069953,398701.5688
558,WestQueenWest,2022-06-01,56.05945709,355213.5253
559,WestQueenWest,2022-07-01,55.96344049,353525.7685
560,WestQueenWest,2022-08-01,57.81140326,358350.4188
561,WestQueenWest,2022-09-01,56.16680726,321693.5422
562,WestQueenWest,2022-10-01,69.27862817,410887.9897
563,WestQueenWest,2022-11-01,90.37778487,474426.1135
564,WestQueenWest,2022-12-01,91.21816012,437818.886
565,WestQueenWest,2023-01-01,81.10778446,464736.8061
566,WestQueenWest,2023-02-01,92.37693139,489587.4674
567,WestQueenWest,2023-03-01,89.01823534,545162.9837
568,WestQueenWest,2023-04-01,80.18435499,472332.5482
569,WestQueenWest,2023-05-01,79.63075401,526946.6877
570,WestQueenWest,2023-06-01,76.31644075,483569.2916
571,WestQueenWest,2023-07-01,90.68613192,572871.9356
572,WestQueenWest,2023-08-01,118.8398584,736642.0918
573,WestQueenWest,2023-09-01,107.3126863,614629.8831
574,WestQueenWest,2023-10-01,111.5478176,661584.3839
575,WestQueenWest,2023-11-01,93.62430739,491468.2999
576,WestQueenWest,2023-12-01,105.4921191,506329.4633
